trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,pickup_booking_rule_id
202508_l-isle-aux-grues-montmagny_IAG_MMG_173000_delivery-period,17:30:00,17:30:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_173000_delivery-period,18:00:00,18:00:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_173000_regular,17:30:00,17:30:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_173000_regular,18:00:00,18:00:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_174500_delivery-period,17:45:00,17:45:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_174500_delivery-period,18:15:00,18:15:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_174500_regular,17:45:00,17:45:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_174500_regular,18:15:00,18:15:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_180000_regular,18:00:00,18:00:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_180000_regular,18:30:00,18:30:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_181500_regular,18:15:00,18:15:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_181500_regular,18:45:00,18:45:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_183000_regular,18:30:00,18:30:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_183000_regular,19:00:00,19:00:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_184500_regular,18:45:00,18:45:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_184500_regular,19:15:00,19:15:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_190000_regular,19:00:00,19:00:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_190000_regular,19:30:00,19:30:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_191500_regular,19:15:00,19:15:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_191500_regular,19:45:00,19:45:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_193000_regular,19:30:00,19:30:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_193000_regular,20:00:00,20:00:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_194500_regular,19:45:00,19:45:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_194500_regular,20:15:00,20:15:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_200000_regular,20:00:00,20:00:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_200000_regular,20:30:00,20:30:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_201500_regular,20:15:00,20:15:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_201500_regular,20:45:00,20:45:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_203000_regular,20:30:00,20:30:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_203000_regular,21:00:00,21:00:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_211500_regular,21:15:00,21:15:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_211500_regular,21:45:00,21:45:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_213000_regular,21:30:00,21:30:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_213000_regular,22:00:00,22:00:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_214500_regular,21:45:00,21:45:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_214500_regular,22:15:00,22:15:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_221500_regular,22:15:00,22:15:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_221500_regular,22:45:00,22:45:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_241500_regular,24:15:00,24:15:00,IAG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_IAG_MMG_241500_regular,24:45:00,24:45:00,MMG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_010000_regular,01:00:00,01:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_010000_regular,01:30:00,01:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_064500_delivery-period,06:45:00,06:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_064500_delivery-period,07:15:00,07:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_064500_regular,06:45:00,06:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_064500_regular,07:15:00,07:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_070000_dangerous-cargo,07:00:00,07:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_070000_dangerous-cargo,07:30:00,07:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_070000_regular,07:00:00,07:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_070000_regular,07:30:00,07:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_073000_regular,07:30:00,07:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_073000_regular,08:00:00,08:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_074500_delivery-period,07:45:00,07:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_074500_delivery-period,08:15:00,08:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_080000_delivery-period,08:00:00,08:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_080000_delivery-period,08:30:00,08:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_081500_regular,08:15:00,08:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_081500_regular,08:45:00,08:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_083000_regular,08:30:00,08:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_083000_regular,09:00:00,09:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_084500_regular,08:45:00,08:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_084500_regular,09:15:00,09:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_090000_regular,09:00:00,09:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_090000_regular,09:30:00,09:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_091500_regular,09:15:00,09:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_091500_regular,09:45:00,09:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_093000_regular,09:30:00,09:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_093000_regular,10:00:00,10:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_094500_regular,09:45:00,09:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_094500_regular,10:15:00,10:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_100000_regular,10:00:00,10:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_100000_regular,10:30:00,10:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_101500_regular,10:15:00,10:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_101500_regular,10:45:00,10:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_103000_regular,10:30:00,10:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_103000_regular,11:00:00,11:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_110000_regular,11:00:00,11:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_110000_regular,11:30:00,11:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_111500_regular,11:15:00,11:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_111500_regular,11:45:00,11:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_113000_regular,11:30:00,11:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_113000_regular,12:00:00,12:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_114500_regular,11:45:00,11:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_114500_regular,12:15:00,12:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_120000_regular,12:00:00,12:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_120000_regular,12:30:00,12:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_123000_regular,12:30:00,12:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_123000_regular,13:00:00,13:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_124500_regular,12:45:00,12:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_124500_regular,13:15:00,13:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_130000_regular,13:00:00,13:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_130000_regular,13:30:00,13:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_133000_regular,13:30:00,13:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_133000_regular,14:00:00,14:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_141500_regular,14:15:00,14:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_141500_regular,14:45:00,14:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_151500_delivery-period,15:15:00,15:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_151500_delivery-period,15:45:00,15:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_154500_regular,15:45:00,15:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_154500_regular,16:15:00,16:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_160000_delivery-period,16:00:00,16:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_160000_delivery-period,16:30:00,16:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_160000_regular,16:00:00,16:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_160000_regular,16:30:00,16:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_163000_delivery-period,16:30:00,16:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_163000_delivery-period,17:00:00,17:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_170000_regular,17:00:00,17:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_170000_regular,17:30:00,17:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_171500_regular,17:15:00,17:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_171500_regular,17:45:00,17:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_174500_regular,17:45:00,17:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_174500_regular,18:15:00,18:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_180000_regular,18:00:00,18:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_180000_regular,18:30:00,18:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_181500_regular,18:15:00,18:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_181500_regular,18:45:00,18:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_183000_regular,18:30:00,18:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_183000_regular,19:00:00,19:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_184500_regular,18:45:00,18:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_184500_regular,19:15:00,19:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_190000_regular,19:00:00,19:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_190000_regular,19:30:00,19:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_191500_regular,19:15:00,19:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_191500_regular,19:45:00,19:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_193000_regular,19:30:00,19:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_193000_regular,20:00:00,20:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_194500_regular,19:45:00,19:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_194500_regular,20:15:00,20:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_200000_regular,20:00:00,20:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_200000_regular,20:30:00,20:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_201500_regular,20:15:00,20:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_201500_regular,20:45:00,20:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_203000_regular,20:30:00,20:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_203000_regular,21:00:00,21:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_204500_regular,20:45:00,20:45:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_204500_regular,21:15:00,21:15:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_210000_regular,21:00:00,21:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_210000_regular,21:30:00,21:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_211500_regular,21:15:00,21:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_211500_regular,21:45:00,21:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_220000_regular,22:00:00,22:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_220000_regular,22:30:00,22:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_221500_regular,22:15:00,22:15:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_221500_regular,22:45:00,22:45:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_223000_regular,22:30:00,22:30:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_223000_regular,23:00:00,23:00:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_230000_regular,23:00:00,23:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_230000_regular,23:30:00,23:30:00,IAG,2,1,0,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_250000_regular,25:00:00,25:00:00,MMG,1,0,1,1,
202508_l-isle-aux-grues-montmagny_MMG_IAG_250000_regular,25:30:00,25:30:00,IAG,2,1,0,1,
202508_matane_BCO_MTN_110000_regular,11:00:00,11:00:00,BCO,1,0,1,1,
202508_matane_BCO_MTN_110000_regular,13:20:00,13:20:00,MTN,2,1,0,1,
202508_matane_BCO_MTN_173000_regular,17:30:00,17:30:00,BCO,1,0,1,1,
202508_matane_BCO_MTN_173000_regular,19:50:00,19:50:00,MTN,2,1,0,1,
202508_matane_GDB_MTN_110000_regular,11:00:00,11:00:00,GDB,1,0,1,1,
202508_matane_GDB_MTN_110000_regular,13:10:00,13:10:00,MTN,2,1,0,1,
202508_matane_GDB_MTN_173000_regular,17:30:00,17:30:00,GDB,1,0,1,1,
202508_matane_GDB_MTN_173000_regular,19:40:00,19:40:00,MTN,2,1,0,1,
202508_matane_MTN_BCO_080000_regular,08:00:00,08:00:00,MTN,1,0,1,1,
202508_matane_MTN_BCO_080000_regular,10:20:00,10:20:00,BCO,2,1,0,1,
202508_matane_MTN_BCO_141500_regular,14:15:00,14:15:00,MTN,1,0,1,1,
202508_matane_MTN_BCO_141500_regular,16:35:00,16:35:00,BCO,2,1,0,1,
202508_matane_MTN_GDB_080000_regular,08:00:00,08:00:00,MTN,1,0,1,1,
202508_matane_MTN_GDB_080000_regular,10:10:00,10:10:00,GDB,2,1,0,1,
202508_matane_MTN_GDB_141500_regular,14:15:00,14:15:00,MTN,1,0,1,1,
202508_matane_MTN_GDB_141500_regular,16:25:00,16:25:00,GDB,2,1,0,1,
202508_quebec_LEV_QUE_000000_regular,00:00:00,00:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_000000_regular,00:12:00,00:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_010000_regular,01:00:00,01:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_010000_regular,01:12:00,01:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_020000_regular,02:00:00,02:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_020000_regular,02:12:00,02:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_060000_regular,06:00:00,06:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_060000_regular,06:12:00,06:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_064000_regular,06:40:00,06:40:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_064000_regular,06:52:00,06:52:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_070000_regular,07:00:00,07:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_070000_regular,07:12:00,07:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_073000_regular,07:30:00,07:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_073000_regular,07:42:00,07:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_080000_regular,08:00:00,08:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_080000_regular,08:12:00,08:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_083000_regular,08:30:00,08:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_083000_regular,08:42:00,08:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_090000_regular,09:00:00,09:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_090000_regular,09:12:00,09:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_093000_regular,09:30:00,09:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_093000_regular,09:42:00,09:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_100000_regular,10:00:00,10:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_100000_regular,10:12:00,10:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_103000_regular,10:30:00,10:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_103000_regular,10:42:00,10:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_110000_regular,11:00:00,11:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_110000_regular,11:12:00,11:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_114500_regular,11:45:00,11:45:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_114500_regular,11:57:00,11:57:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_120000_regular,12:00:00,12:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_120000_regular,12:12:00,12:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_123000_regular,12:30:00,12:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_123000_regular,12:42:00,12:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_130000_regular,13:00:00,13:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_130000_regular,13:12:00,13:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_133000_regular,13:30:00,13:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_133000_regular,13:42:00,13:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_140000_regular,14:00:00,14:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_140000_regular,14:12:00,14:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_143000_regular,14:30:00,14:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_143000_regular,14:42:00,14:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_150000_regular,15:00:00,15:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_150000_regular,15:12:00,15:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_153000_regular,15:30:00,15:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_153000_regular,15:42:00,15:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_160000_regular,16:00:00,16:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_160000_regular,16:12:00,16:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_163000_regular,16:30:00,16:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_163000_regular,16:42:00,16:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_170000_regular,17:00:00,17:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_170000_regular,17:12:00,17:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_173000_regular,17:30:00,17:30:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_173000_regular,17:42:00,17:42:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_180000_regular,18:00:00,18:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_180000_regular,18:12:00,18:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_190000_regular,19:00:00,19:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_190000_regular,19:12:00,19:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_200000_regular,20:00:00,20:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_200000_regular,20:12:00,20:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_210000_regular,21:00:00,21:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_210000_regular,21:12:00,21:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_220000_regular,22:00:00,22:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_220000_regular,22:12:00,22:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_230000_regular,23:00:00,23:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_230000_regular,23:12:00,23:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_240000_regular,24:00:00,24:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_240000_regular,24:12:00,24:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_250000_regular,25:00:00,25:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_250000_regular,25:12:00,25:12:00,QUE,2,1,0,1,
202508_quebec_LEV_QUE_260000_regular,26:00:00,26:00:00,LEV,1,0,1,1,
202508_quebec_LEV_QUE_260000_regular,26:12:00,26:12:00,QUE,2,1,0,1,
202508_quebec_QUE_LEV_003000_regular,00:30:00,00:30:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_003000_regular,00:42:00,00:42:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_013000_regular,01:30:00,01:30:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_013000_regular,01:42:00,01:42:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_022000_regular,02:20:00,02:20:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_022000_regular,02:32:00,02:32:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_062000_regular,06:20:00,06:20:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_062000_regular,06:32:00,06:32:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_063000_regular,06:30:00,06:30:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_063000_regular,06:42:00,06:42:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_070000_regular,07:00:00,07:00:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_070000_regular,07:12:00,07:12:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_073000_regular,07:30:00,07:30:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_073000_regular,07:42:00,07:42:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_080000_regular,08:00:00,08:00:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_080000_regular,08:12:00,08:12:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_083000_regular,08:30:00,08:30:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_083000_regular,08:42:00,08:42:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_090000_regular,09:00:00,09:00:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_090000_regular,09:12:00,09:12:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_093000_regular,09:30:00,09:30:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_093000_regular,09:42:00,09:42:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_100000_regular,10:00:00,10:00:00,QUE,1,0,1,1,
202508_quebec_QUE_LEV_100000_regular,10:12:00,10:12:00,LEV,2,1,0,1,
202508_quebec_QUE_LEV_103000_regular,10:30:00,10:30:00,QUE,1,0,1,1,
