trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,pickup_booking_rule_id
202508_tadoussac_TAD_BSC_200000_regular,20:10:00,20:10:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_204000_regular,20:40:00,20:40:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_204000_regular,20:50:00,20:50:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_212000_regular,21:20:00,21:20:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_212000_regular,21:30:00,21:30:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_220000_regular,22:00:00,22:00:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_220000_regular,22:10:00,22:10:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_224000_regular,22:40:00,22:40:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_224000_regular,22:50:00,22:50:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_232000_regular,23:20:00,23:20:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_232000_regular,23:30:00,23:30:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_240000_regular,24:00:00,24:00:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_240000_regular,24:10:00,24:10:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_250000_regular,25:00:00,25:00:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_250000_regular,25:10:00,25:10:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_260000_regular,26:00:00,26:00:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_260000_regular,26:10:00,26:10:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_270000_regular,27:00:00,27:00:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_270000_regular,27:10:00,27:10:00,BSC,2,1,0,1,
202508_tadoussac_TAD_BSC_280000_regular,28:00:00,28:00:00,TAD,1,0,1,1,
202508_tadoussac_TAD_BSC_280000_regular,28:10:00,28:10:00,BSC,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_040000_regular,04:00:00,04:00:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_040000_regular,04:30:00,04:30:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_063000_regular,06:30:00,06:30:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_063000_regular,07:00:00,07:00:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_073000_regular,07:30:00,07:30:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_073000_regular,08:00:00,08:00:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_080000_regular,08:00:00,08:00:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_080000_regular,08:30:00,08:30:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_093000_regular,09:30:00,09:30:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_093000_regular,10:00:00,10:00:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_101500_regular,10:15:00,10:15:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_101500_regular,10:45:00,10:45:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_131500_regular,13:15:00,13:15:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_131500_regular,13:45:00,13:45:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_153000_regular,15:30:00,15:30:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_153000_regular,16:00:00,16:00:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_163000_regular,16:30:00,16:30:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_163000_regular,17:00:00,17:00:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_183000_regular,18:30:00,18:30:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_183000_regular,19:00:00,19:00:00,HHB,2,1,0,1,
202509_h-harbour-chevery_CHE_HHB_280000_regular,28:00:00,28:00:00,CHE,1,0,1,1,
202509_h-harbour-chevery_CHE_HHB_280000_regular,28:30:00,28:30:00,HHB,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_050000_regular,05:00:00,05:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_050000_regular,05:30:00,05:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_060000_regular,06:00:00,06:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_060000_regular,06:30:00,06:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_070000_regular,07:00:00,07:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_070000_regular,07:30:00,07:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_080000_regular,08:00:00,08:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_080000_regular,08:30:00,08:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_110000_regular,11:00:00,11:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_110000_regular,11:30:00,11:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_133000_regular,13:30:00,13:30:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_133000_regular,14:00:00,14:00:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_140000_regular,14:00:00,14:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_140000_regular,14:30:00,14:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_160000_regular,16:00:00,16:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_160000_regular,16:30:00,16:30:00,CHE,2,1,0,1,
202509_h-harbour-chevery_HHB_CHE_170000_regular,17:00:00,17:00:00,HHB,1,0,1,1,
202509_h-harbour-chevery_HHB_CHE_170000_regular,17:30:00,17:30:00,CHE,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_000000_required-reservation,00:00:00,00:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_000000_required-reservation,00:10:00,00:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_003000_required-reservation,00:30:00,00:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_003000_required-reservation,00:40:00,00:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_004500_required-reservation,00:45:00,00:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_004500_required-reservation,00:55:00,00:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_011500_required-reservation,01:15:00,01:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_011500_required-reservation,01:25:00,01:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_013000_required-reservation,01:30:00,01:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_013000_required-reservation,01:40:00,01:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_054500_required-reservation,05:45:00,05:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_054500_required-reservation,05:55:00,05:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_060000_required-reservation,06:00:00,06:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_060000_required-reservation,06:10:00,06:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_061500_required-reservation,06:15:00,06:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_061500_required-reservation,06:25:00,06:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_063000_required-reservation,06:30:00,06:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_063000_required-reservation,06:40:00,06:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_064500_required-reservation,06:45:00,06:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_064500_required-reservation,06:55:00,06:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_071500_regular,07:15:00,07:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_071500_regular,07:25:00,07:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_073000_foot-only,07:30:00,07:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_073000_foot-only,07:40:00,07:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_074500_regular,07:45:00,07:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_074500_regular,07:55:00,07:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_081500_regular,08:15:00,08:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_081500_regular,08:25:00,08:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_084500_foot-only,08:45:00,08:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_084500_foot-only,08:55:00,08:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_094500_foot-only,09:45:00,09:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_094500_foot-only,09:55:00,09:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_114500_foot-only,11:45:00,11:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_114500_foot-only,11:55:00,11:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_124500_foot-only,12:45:00,12:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_124500_foot-only,12:55:00,12:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_131500_foot-only,13:15:00,13:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_131500_foot-only,13:25:00,13:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_131500_regular,13:15:00,13:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_131500_regular,13:25:00,13:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_134500_regular,13:45:00,13:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_134500_regular,13:55:00,13:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_140000_regular,14:00:00,14:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_140000_regular,14:10:00,14:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_143000_regular,14:30:00,14:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_143000_regular,14:40:00,14:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_144500_regular,14:45:00,14:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_144500_regular,14:55:00,14:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_151500_regular,15:15:00,15:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_151500_regular,15:25:00,15:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_153000_regular,15:30:00,15:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_153000_regular,15:40:00,15:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_154500_regular,15:45:00,15:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_154500_regular,15:55:00,15:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_161500_regular,16:15:00,16:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_161500_regular,16:25:00,16:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_163000_regular,16:30:00,16:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_163000_regular,16:40:00,16:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_164500_regular,16:45:00,16:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_164500_regular,16:55:00,16:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_170000_delivery-period,17:00:00,17:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_170000_delivery-period,17:10:00,17:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_170000_regular,17:00:00,17:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_170000_regular,17:10:00,17:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_171500_regular,17:15:00,17:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_171500_regular,17:25:00,17:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_173000_regular,17:30:00,17:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_173000_regular,17:40:00,17:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_174500_delivery-period,17:45:00,17:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_174500_delivery-period,17:55:00,17:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_174500_regular,17:45:00,17:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_174500_regular,17:55:00,17:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_181500_regular,18:15:00,18:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_181500_regular,18:25:00,18:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_183000_regular,18:30:00,18:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_183000_regular,18:40:00,18:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_184500_regular,18:45:00,18:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_184500_regular,18:55:00,18:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_190000_regular,19:00:00,19:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_190000_regular,19:10:00,19:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_191500_regular,19:15:00,19:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_191500_regular,19:25:00,19:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_194500_regular,19:45:00,19:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_194500_regular,19:55:00,19:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_200000_regular,20:00:00,20:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_200000_regular,20:10:00,20:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_201500_regular,20:15:00,20:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_201500_regular,20:25:00,20:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_203000_regular,20:30:00,20:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_203000_regular,20:40:00,20:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_204500_regular,20:45:00,20:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_204500_regular,20:55:00,20:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_211500_regular,21:15:00,21:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_211500_regular,21:25:00,21:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_213000_regular,21:30:00,21:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_213000_regular,21:40:00,21:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_214500_regular,21:45:00,21:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_214500_regular,21:55:00,21:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_221500_regular,22:15:00,22:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_221500_regular,22:25:00,22:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_231500_required-reservation,23:15:00,23:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_231500_required-reservation,23:25:00,23:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_234500_required-reservation,23:45:00,23:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_234500_required-reservation,23:55:00,23:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_240000_required-reservation,24:00:00,24:00:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_240000_required-reservation,24:10:00,24:10:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_243000_required-reservation,24:30:00,24:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_243000_required-reservation,24:40:00,24:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_244500_required-reservation,24:45:00,24:45:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_244500_required-reservation,24:55:00,24:55:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_251500_required-reservation,25:15:00,25:15:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_251500_required-reservation,25:25:00,25:25:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_253000_required-reservation,25:30:00,25:30:00,ISV,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_ISV_NSD_253000_required-reservation,25:40:00,25:40:00,NSD,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_000000_required-reservation,00:00:00,00:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_000000_required-reservation,00:10:00,00:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_003000_required-reservation,00:30:00,00:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_003000_required-reservation,00:40:00,00:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_004500_required-reservation,00:45:00,00:45:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_004500_required-reservation,00:55:00,00:55:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_050000_required-reservation,05:00:00,05:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_050000_required-reservation,05:10:00,05:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_051500_required-reservation,05:15:00,05:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_051500_required-reservation,05:25:00,05:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_053000_required-reservation,05:30:00,05:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_053000_required-reservation,05:40:00,05:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_054500_required-reservation,05:45:00,05:45:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_054500_required-reservation,05:55:00,05:55:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_060000_required-reservation,06:00:00,06:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_060000_required-reservation,06:10:00,06:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_063000_regular,06:30:00,06:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_063000_regular,06:40:00,06:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_070000_foot-only,07:00:00,07:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_070000_foot-only,07:10:00,07:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_070000_regular,07:00:00,07:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_070000_regular,07:10:00,07:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_073000_regular,07:30:00,07:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_073000_regular,07:40:00,07:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_081500_foot-only,08:15:00,08:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_081500_foot-only,08:25:00,08:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_091500_foot-only,09:15:00,09:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_091500_foot-only,09:25:00,09:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_111500_foot-only,11:15:00,11:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_111500_foot-only,11:25:00,11:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_121500_foot-only,12:15:00,12:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_121500_foot-only,12:25:00,12:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_123000_regular,12:30:00,12:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_123000_regular,12:40:00,12:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_124500_foot-only,12:45:00,12:45:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_124500_foot-only,12:55:00,12:55:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_130000_regular,13:00:00,13:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_130000_regular,13:10:00,13:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_131500_regular,13:15:00,13:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_131500_regular,13:25:00,13:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_134500_regular,13:45:00,13:45:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_134500_regular,13:55:00,13:55:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_140000_regular,14:00:00,14:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_140000_regular,14:10:00,14:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_143000_regular,14:30:00,14:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_143000_regular,14:40:00,14:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_144500_regular,14:45:00,14:45:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_144500_regular,14:55:00,14:55:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_150000_regular,15:00:00,15:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_150000_regular,15:10:00,15:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_153000_regular,15:30:00,15:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_153000_regular,15:40:00,15:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_154500_delivery-period,15:45:00,15:45:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_154500_delivery-period,15:55:00,15:55:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_160000_regular,16:00:00,16:00:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_160000_regular,16:10:00,16:10:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_161500_regular,16:15:00,16:15:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_161500_regular,16:25:00,16:25:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_163000_delivery-period,16:30:00,16:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_163000_delivery-period,16:40:00,16:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_163000_regular,16:30:00,16:30:00,NSD,1,0,1,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_163000_regular,16:40:00,16:40:00,ISV,2,1,0,1,
202509_i-v-n-d-des-sept-douleurs_NSD_ISV_164500_regular,16:45:00,16:45:00,NSD,1,0,1,1,
